Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Comedy, Drama, Romance",en,2007-08-24,6.3,nanny;brat;work;family.,The Nanny Diaries
"Adventure, Comedy, Science Fiction",en,1989-02-17,6.9,"Rufus,;also;buddies;society.",Bill & Ted's Excellent Adventure
"Action, Thriller, Crime",en,1997-01-09,5.3,ultimately;Halloran;break;Teri,Turbulence
"Comedy, Drama",en,2015-06-04,6.4,"burst;Sage,;Sage;confront",Grandma
"Thriller, Drama",en,2015-09-16,6.7,match-up;prepares;Russian;Bobby,Pawn Sacrifice
"Animation, Action, Fantasy",ja,2013-11-23,7.3,"death.;made;meaning;stopped,",Persona 3 the Movie: #1 Spring of Birth
"Adventure, Action, Fantasy",zh,2017-12-15,5.9,constable;evil;past;embarks,The Thousand Faces of Dunjia
"Comedy, Romance, Fantasy, Drama",en,2012-07-25,7.1,"–;Finally,;struggling;character",Ruby Sparks
"Drama, Crime",es,2021-07-08,4.3,matters;housewife;whose;teenage,La civil
"Action, Comedy",en,2013-07-12,5.8,"items;wife,;missing;couple",Pawn Shop Chronicles
"Crime, Drama, Mystery, Thriller",en,2017-11-07,5.3,imagined.;ever;Kevin;Addison,November Criminals
"Adventure, Fantasy, Family",en,1995-12-15,7.2,living;--;risky;door,Jumanji
"Comedy, Drama, Romance",ko,2022-01-27,2.0,pounding;you;erectile;were,Sex Game 6969
"Action, Adventure",en,2015-04-03,6.5,"leader,;duty;bound;evil",Last Knights
Fantasy,de,2016-07-07,7.0,picking;fate.;conclusion;Kerstin,Emerald Green
"Horror, Science Fiction",en,2013-08-22,5.2,captain;town;secrets;joins,Ghost Shark
"Comedy, Drama, Romance",en,2006-02-07,6.5,Two;glory.;Olympic;love-hate,The Cutting Edge: Going for the Gold
"War, Drama",en,2018-11-16,6.8,globe;our;voiceless.;correspondents,A Private War
"Drama, Romance",ko,2020-05-06,6.7,staying;aware;also;asks,Bosomy Mom
"Adventure, Comedy, Fantasy",en,2016-12-25,5.9,discovers;destiny;magic;teen,The Last Dragonslayer
"Family, Animation, Adventure",en,1998-11-16,6.3,"city;York,;map;discovers",An American Tail: The Treasure of Manhattan Island
Drama,da,2022-03-10,0.0,hope;unlikely;meeting;61-year-old,Miss Viborg
"Animation, Horror, Science Fiction, Thriller",en,2008-10-27,6.1,video;unleashes;Space.;relic,Dead Space: Downfall
"Drama, History, War",en,1970-01-26,7.1,"embargos;Tora!"",;Americans,;constant",Tora! Tora! Tora!
"Fantasy, Mystery, Thriller",ja,2016-10-29,6.4,other;passed;including;overwhelm,Death Note: Light Up the New World
"Adventure, Drama",en,2011-02-08,6.2,mountains;centurion;lost;Hadrian's,The Eagle
"Adventure, Drama, Action, Thriller",en,2012-05-10,6.0,"crossing;satchel;$2,000,000—and;Fronteras.",El Gringo
"Action, Drama, Crime",ko,2005-03-31,7.5,if;Kang;assigns;discovers,A Bittersweet Life
Drama,en,2002-12-27,7.3,"""The;come;stories;linked",The Hours
"Drama, Romance",en,2007-06-16,7.8,works;son.;expect.;dead-end,Shelter
"Comedy, Romance",en,2020-07-18,5.9,too;whirlwind;Lucy;accused,A Nice Girl Like You
"Adventure, Action, Horror, Science Fiction",en,1998-01-30,6.1,taken;board;South;ocean,Deep Rising
Drama,en,2006-12-31,6.9,"abuse,;wild;sexual;love,",Black Snake Moan
"Adventure, Thriller",no,2016-09-02,4.3,beneath;set;elites;military,Cave
"War, Drama, Romance",it,1974-04-03,6.8,"Vienna.;relationship,;re-create;porter",The Night Porter
"Drama, History",en,2019-09-07,7.0,"accepts;Vogel,;Rogers.;award-winning",A Beautiful Day in the Neighborhood
"Crime, Drama, Mystery, Thriller",ko,2009-05-28,7.8,lives;it's;charged;quietly,Mother
"Horror, Science Fiction, Thriller",en,1978-03-10,6.3,"psychic;agent;rescue,;extremely",The Fury
"Thriller, Crime, Drama",en,2013-02-07,6.6,anxiety;prescription;husband's;release,Side Effects
"Crime, Mystery, Thriller",en,1946-08-28,7.4,"men;look;investigator,;overseen",The Killers
"Animation, Horror",ja,2005-03-03,5.9,play;hide-and-seek.;called;would,Kakurenbo: Hide & Seek
"Family, Comedy",en,1993-12-14,5.5,"Regina,;Newton;met;day",Beethoven's 2nd
"Romance, Comedy, Drama",en,2016-09-12,5.8,"fine;traveling;sites,;husband,",Paris Can Wait
"Drama, Family",en,2002-03-25,6.7,Devil;98;clocking;Jim's,The Rookie
"Drama, Comedy",en,2015-12-24,6.5,became;country's;single;struggling,Joy
Drama,fr,2011-09-09,5.4,motherhood;tuition.;journalist;researching,Elles
"Drama, Thriller, Romance, Science Fiction, Mystery",en,2017-06-29,6.0,ominous;itself;pattern;exactly,2:22
"Animation, Science Fiction",ja,1987-03-14,6.8,race;world’s;Honneamise;odyssey,Royal Space Force - The Wings Of Honneamise
Drama,es,2004-02-06,7.4,"memoirs,;motorcycle;Granado;leader",The Motorcycle Diaries
"Romance, Drama, Music",ja,2005-09-03,6.5,"realize;each;manga,;follows",Nana
"Action, Adventure, Drama, War",zh,2008-07-10,7.2,"convinced;Thus;A.D.,;Xu",Red Cliff
Documentary,en,2021-10-08,6.0,globally;local;change;social,Convergence: Courage in a Crisis
"Drama, Mystery, Romance, Thriller",en,2019-11-01,5.9,"Fly,;photography.;Japan,;translator,",Earthquake Bird
"Drama, Action, Thriller",ko,2013-11-05,7.3,footsteps;volunteers;sent;tracking,Commitment
"Comedy, Family",en,2010-07-23,6.5,keep;believe;rely;big,Ramona and Beezus
"Horror, Mystery, Thriller",en,2010-03-27,6.0,murder;personalities;happening;She,6 Souls
"Action, Crime, Drama",en,1973-02-22,6.7,shocked;wife;whose;victim,Walking Tall
"Adventure, Drama, Western, Family",en,1957-12-25,7.0,younger;care;goes;Young,Old Yeller
"Mystery, Comedy, Crime",en,1975-05-21,6.8,resources;called;jewel;thief.,The Return of the Pink Panther
"Documentary, Crime",de,2021-08-03,7.9,Online;series;real;bedroom,Shiny_Flakes: The Teenage Drug Lord
"Drama, Action, Thriller",en,1983-02-05,6.0,tasked;pilot;veteran;heavily,Blue Thunder
"Documentary, Music",en,2012-06-28,7.1,dedication;Katy;rare;real,Katy Perry: Part of Me
"Thriller, Crime, Drama, Action",en,2018-12-25,5.9,"past.;given;later,;badly",Destroyer
"Romance, Drama",ja,2017-02-18,7.0,wants;want;why;close,One Week Friends
"Comedy, Science Fiction, Romance",en,2020-12-11,6.0,A.I.;average;balance.;all-powerful,Superintelligence
"Thriller, Drama, Horror",en,1973-12-03,7.0,"terrible;meet;John;Venice,",Don't Look Now
"Drama, Action, Thriller, Crime, Mystery",sv,2009-09-18,7.0,"journalist;magazine,;crooked;researched",The Girl Who Played with Fire
Thriller,en,2020-12-11,6.4,discover;imagined.;than;someone,Girl
Drama,da,2012-10-25,8.1,son’s;His;lonely;slowly,The Hunt
"Action, Science Fiction, Horror",en,2013-04-12,5.4,even;fight;next;savage,The Colony
"Action, Adventure, Fantasy, Science Fiction",en,2014-12-08,6.0,Together;kidnapped;wild;assistance,Mythica: A Quest for Heroes
"Comedy, Drama, Romance",en,2012-05-16,7.7,tells;–;together;hunt,Moonrise Kingdom
"Crime, Drama, Thriller",en,2002-04-19,6.1,murder;working;Cassie;might,Murder by Numbers
Romance,en,2021-12-31,8.3,best;Sylvain;4th;Reynard.,Gabriel's Rapture: Part One
Action,en,1989-11-10,6.5,Tae;consists;team;fighters,Best of the Best
"Action, Adventure, Comedy, Western",ko,2008-07-16,7.1,"Weird;bandits.;map;hitman),","The Good, the Bad, the Weird"
"Thriller, Horror, Science Fiction",en,1983-10-21,7.0,"leaving;past,;physical;wakes,",The Dead Zone
"Drama, TV Movie",en,2022-03-05,4.5,kidnaps;herself;daughters;fighting,Stolen by Their Father
"Adventure, Fantasy",da,2019-10-10,5.0,Thor;dreaded;Side;threatened,Valhalla
"Family, TV Movie, Comedy",en,2002-03-07,6.2,drill;until;problems;team.,Cadet Kelly
"Drama, Romance",en,2014-02-12,6.9,desire;made;parents;keep,Endless Love
"Adventure, Action, Thriller",en,2006-09-07,5.2,martial-arts;Helena;thief;sinister,DOA: Dead or Alive
"Thriller, Horror",en,2014-10-07,5.0,mystical;single;powers.;mom,Mercy
Romance,en,1990-09-28,6.2,affair;return;Nin;sexual,Henry & June
"Action, Comedy",it,1985-12-12,6.4,Somewhere;disappeared.;authorities.;seven-year,Miami Supercops
"Horror, Action",en,2018-04-03,6.0,celebrate;marijuana;living;grow,4/20 Massacre
Comedy,en,2006-01-06,6.6,video;forced;oldest;Even,Grandma's Boy
"Adventure, Comedy",fr,2019-02-06,6.5,Nicky;recover;uses;irresistible.,Nicky Larson and the Cupid's Perfume
"Crime, Science Fiction, Thriller",en,1988-10-07,6.0,"Newcomers,;Earth;quarantine.;alien",Alien Nation
Drama,sv,1986-05-09,7.7,"Alexander,;actor,;begun.;birthday",The Sacrifice
"Drama, Thriller, Mystery",en,2004-07-30,6.4,"ambushed;Shaw,;and,;Shaw's",The Manchurian Candidate
"Drama, Romance",en,1971-11-03,7.8,"(Topol),;screen;poor;faith",Fiddler on the Roof
"Horror, Science Fiction",en,1977-04-08,6.4,"surgery;now;accident,;phallic",Rabid
"Comedy, Fantasy, Thriller",en,2012-09-08,6.1,discovers;go.;how;teapot,The Brass Teapot
"Adventure, History",no,2012-08-24,6.9,effort;Thor;Pacific;prove,Kon-Tiki
"Horror, Mystery",en,2009-10-30,6.3,"Samantha;1980s,;lunar;student",The House of the Devil
"Comedy, Drama, Romance",en,2014-07-17,6.1,suddenly;never;enlists;until,And So It Goes
"Action, Thriller, Adventure",en,1986-02-14,5.9,"Athens;terrorists,;707;terrorists",The Delta Force
"Animation, Family, Comedy",da,2018-02-08,6.2,little;Faza's;tailor;survives,Up and Away
"Thriller, Crime, Mystery",en,1998-08-07,6.1,lifelong;increasingly;match.;conspiracy,Snake Eyes
Thriller,en,2019-02-01,6.0,mind;games;infidelity;discovered.,An Affair to Die For
"Comedy, Family, Fantasy",en,2002-07-03,6.1,"One;old;shoes;night,",Like Mike
"Drama, Romance",en,1981-06-29,5.3,Lady;husband;Chatterly;injury,Lady Chatterley's Lover
"Music, Drama, Romance",en,2011-09-27,8.5,musical;London.;anniversary;performance,The Phantom of the Opera at the Royal Albert Hall
"Comedy, Music",en,2018-08-24,6.3,"viral;reasons,;chance;gives",The After Party
"Family, Comedy, Drama, Music, TV Movie",en,2003-08-15,6.0,problems.;Jackal;show;try,The Cheetah Girls
"Music, Drama, Romance",en,1972-02-13,7.4,political;brutal;Kit;sound,Cabaret
"Fantasy, Romance",en,1989-12-22,6.3,"business-like;Pete;Pete;so,",Always
"Action, Comedy",zh,2010-12-20,7.3,showdown;governor;“godfather”.;corrupt,Let the Bullets Fly
"Comedy, Drama",it,1960-02-05,8.2,place;Journalist;stifling;searching,La Dolce Vita
Adventure,en,2001-09-07,5.3,Young;seeks;musketeers;avenge,The Musketeer
"Mystery, Thriller, Crime",en,1984-08-17,6.1,killer;personal;Wes;murders,Tightrope
Drama,en,2013-12-27,6.9,son;increasingly;search;gradually,Labor Day
"Horror, Thriller",en,1977-07-22,6.2,"public,;savages;closed;violent",The Hills Have Eyes
Documentary,fr,2021-11-03,6.8,turning;carbon;conned;EU,Lords of Scam
"Science Fiction, Action, Drama, Thriller",en,2018-09-06,5.7,starting;believes;PTSD;extraordinary,The Last Man
Comedy,en,1992-03-13,7.4,"passed;Gambini,;real;sixth",My Cousin Vinny
Drama,en,1955-10-29,7.6,"some;drag;slate,;Judy",Rebel Without a Cause
"Comedy, Drama, Romance",zh,1993-03-01,7.2,off;parents;York;marriage,The Wedding Banquet
"Romance, Drama",en,2015-10-02,7.3,detective;battle;illness.;benefits,Freeheld
"Comedy, Crime",en,1998-08-28,8.2,operating;card;do;To,"Lock, Stock and Two Smoking Barrels"
"Adventure, Comedy, Drama",en,2015-09-02,6.0,decides;Bryson;returns;hike,A Walk in the Woods
"Drama, Romance",fr,2016-10-19,6.6,"(""Mal;man.;20;""Mal",From the Land of the Moon
"Horror, Comedy, Thriller",en,2010-08-26,5.5,"ended,;bayou;deformed,;hunters",Hatchet II
"Action, Drama, Crime, Thriller, Mystery",en,2009-08-14,6.0,"dissolution,;very;violent;Williamson",Rampage
"Horror, Mystery, Thriller",en,2008-01-04,5.5,selves;messages;future;some,One Missed Call
"Romance, Drama",en,2021-07-21,7.5,"aid;place,;Nile,;archeologist",Luxor
Horror,en,2021-08-14,6.0,"music.;spending;causes;woods,",Hellbender
"Drama, Family",ja,1987-08-01,7.7,"master,;loyal;death.;Akita",Hachi-ko
"Horror, Science Fiction, Thriller",en,1980-07-02,5.8,alligator;animals;gigantic;discarded,Alligator
Comedy,en,2017-10-27,5.7,"fling;she's;hopeless;woman,",Crash Pad
"Comedy, Drama, Family",en,2006-05-15,5.4,ball;suddenly;pair;player,Like Mike 2: Streetball
"Drama, Romance",en,2001-01-21,6.9,"intrigue.;homesickness,;surrounded;girls'",Lost and Delirious
"Horror, Comedy",en,2014-05-08,6.9,"aquariums,;purpose;New;sharks",Piranha Sharks
"Horror, Thriller",en,1987-01-22,6.5,"reality.;daughter,;widow;building",The Stepfather
"War, Drama",pl,2018-09-07,5.9,Great;machine—finally;Europe;might,Hurricane
"Romance, Comedy, Drama",it,2011-02-25,5.3,"of,;peaceful;refuses;out.",Ages of Love
"Drama, Family, Music",en,1968-09-26,7.0,Fagin.;away;pickpockets;Oliver,Oliver!
Drama,zh,1996-08-10,6.0,"Yuk;blind;brothel,;would",Yu Pui Tsuen III
"Action, Adventure, Drama, Thriller",ko,2009-06-06,6.7,"beach,;reunites;rescue;care",Tidal Wave
"Crime, Horror, Thriller, Drama",en,2007-10-20,6.6,"golf;clubs,;Ann,;day",Funny Games
"Animation, Adventure, Comedy, Family",en,2020-09-24,7.7,our;broken;our;we,Two by Two: Overboard!
"Crime, Action, Comedy, Drama",cn,1989-06-15,7.0,visit.;country;old;deed,Miracles
"Science Fiction, Horror, Thriller",en,2018-04-06,6.3,group's;once;Two;cult,The Endless
"Romance, Drama",en,2014-05-14,6.0,Monaco's;former;Hollywood;III,Grace of Monaco
"Horror, Thriller",en,2014-10-16,6.0,"Kylie;location,;website.;cash",GirlHouse
"Drama, Fantasy, Science Fiction, Thriller",en,1995-10-27,6.9,things.;taunts;around;This,Powder
"Action, Adventure, Animation, Comedy, Family",en,2016-02-16,6.4,jewel;space...;piece;anything,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash
"Mystery, Thriller, Horror",en,1980-07-25,6.9,"patients,;psychiatrist's;prostitute;she's",Dressed to Kill
"Comedy, Drama, Crime, Thriller",en,2021-01-28,5.9,"pencil-pusher;criminals,;advantage;heart",Breaking News in Yuba County
"Drama, Comedy, Romance",en,2012-08-07,6.2,"marriage,;counseling;week-long;work",Hope Springs
"Action, Adventure, Comedy, Thriller",en,1998-04-24,5.9,Melvin;electronics;colleagues;dodging,The Big Hit
"Drama, Action",ko,2012-10-11,6.8,lives;would-be-victims.;disenchanted;no,A Company Man
"Drama, Thriller",en,2001-12-04,4.9,handsome;gets;unwittingly;might,Sexual Predator
Comedy,en,1997-04-25,6.3,"Jaguar,;descend;themselves;Two",Romy and Michele's High School Reunion
"Crime, Drama, Mystery, Thriller",en,1959-07-01,7.9,"Biegler;partner,;innkeeper;Manion,",Anatomy of a Murder
Horror,es,1971-07-15,5.7,seducing;appease;erotic;women,Vampyros Lesbos
"Romance, Comedy, Family, Action, Adventure",en,1977-06-24,5.9,Volkswagen;diamonds;Beetle;back.,Herbie Goes to Monte Carlo
"Drama, Thriller",fa,2021-12-15,7.5,payment;things;convince;repay.,A Hero
"Romance, Drama",en,2020-11-13,7.1,"England,;personalities,;It;beginning",Ammonite
Comedy,fr,1973-10-17,7.4,"factory;States.;disguises;owner,",The Mad Adventures of Rabbi Jacob
"Action, Fantasy, Animation",ja,2016-12-31,6.7,"science;day,;magecraft;had",Fate/Grand Order: First Order
"Animation, Mystery, Family, TV Movie, Comedy, Fantasy",en,1988-10-16,7.5,School;Finishing;ghouls.;hired,Scooby-Doo and the Ghoul School
"Fantasy, Action, Adventure",ru,2017-11-30,6.3,principality;world.;thousands;seventeen,Furious
"Romance, Drama",ko,2016-04-19,6.5,gets;Now;comforts;well,Sex: A Relationship and Not Marriage
Drama,fr,2010-01-18,5.0,college;Laura;distract;leads,Student Services
Drama,id,2010-06-10,7.8,"short;Timothy,;adapted;Pidi",Naruto Bersyukur
"Comedy, Drama",sr,2022-03-10,0.0,great;warm;builds;set,Once Upon a Time in Serbia
"Thriller, Horror",en,2014-11-07,5.4,tragic;run-down;recuperating;encounters,Jessabelle
"Drama, Thriller, Crime, History",en,1988-12-08,7.7,school;during;silence;agents,Mississippi Burning
"Action, Comedy, Family",en,2019-05-13,6.4,suit;elite;forced;he’s,Malibu Rescue
"Science Fiction, Mystery, Drama, Thriller, TV Movie",en,2018-12-28,6.8,"1984,;begins;adapts;endings.",Black Mirror: Bandersnatch
Comedy,it,1980-12-20,7.1,gorgeous;Until;cantankerous.;well,The Taming of the Scoundrel
"Drama, Fantasy",it,1969-09-18,6.8,another;wandering;home;earthquake,Fellini Satyricon
Music,es,2022-03-07,0.0,"Colombia.;salsa,;personal;Shakira.",Goyo: En Letra de Otro
"Comedy, Romance",en,2005-11-23,6.2,womanizer.;hometown;comes;While,Just Friends
"Action, Adventure",en,2013-06-01,5.6,Nick;too;cat;deadly,12 Rounds 2: Reloaded
"Comedy, Romance",de,1973-08-16,5.6,such;coming-of-age;film;report,14 and Under
"Drama, War",en,1957-10-25,8.3,within;trial;1916.;offensive,Paths of Glory
"Horror, Mystery, Thriller",en,2014-10-21,6.4,malevolence;portrayal;medical;documentary,The Taking of Deborah Logan
"Family, Adventure",en,2008-02-05,6.1,Alaskan;sports;dog;Kris,Snow Buddies
"Comedy, Family",en,2009-01-16,6.0,other;Placed;off;haven,Hotel for Dogs
"Comedy, Crime, Drama",en,2002-12-10,7.1,themselves;death;Kelly;together,Chicago
"Action, Adventure, Drama, Thriller",en,1972-12-13,7.2,passengers;struggle;survive;liner,The Poseidon Adventure
"Family, Animation, Comedy",en,2018-11-25,5.8,dinosaurs;attraction;Reluctantly;Simon,LEGO Jurassic World: The Secret Exhibit
"Fantasy, Adventure",en,2020-11-12,6.0,stage;went;seek;dies,Come Away
"Music, Romance, Drama",en,2010-05-19,6.4,"School;Dance;Championships,;Street",StreetDance 3D
"Romance, Comedy, Drama",it,2007-01-19,5.4,"marry.;help.;Nicola,;treatment",Manual of Love 2
"Action, Thriller",en,2012-08-23,6.0,assassination.;go;agent;daughter,Erased
"Drama, Romance",en,2010-12-16,6.9,feet;live;neighborhood.;self-absorption,Blue Valentine
Drama,en,2017-09-22,7.0,struggling;track;Boston;recover,Stronger
"Crime, Drama",cn,2005-10-20,7.0,chairman;lashes;chairman's;gang,Election
Drama,it,2021-05-26,6.5,"Buddism.;career;22-year;Baggio,",Baggio: The Divine Ponytail
"Comedy, Crime",en,1966-07-13,7.5,conceal;statue;museum;steal,How to Steal a Million
"Action, Comedy",en,1985-07-18,5.8,CIA;airport;arrives;spy,The Man with One Red Shoe
"Drama, Thriller, Mystery",en,2019-08-15,6.3,daughter;still;begins;alive.,Angel of Mine
"Comedy, Romance",en,2006-07-27,6.2,gal;popular;same;break,John Tucker Must Die
Drama,en,2017-10-20,6.9,befriend;three;order;dealer,Same Kind of Different as Me
"Comedy, Horror",en,2013-09-06,5.1,"haunted;gives;infant;house,",Hell Baby
"Crime, Action, Mystery, Thriller",en,1993-09-17,5.8,Jo;This;looking;prove,Striking Distance
"Adventure, Comedy, Family, Fantasy, TV Movie, Horror",en,2010-10-09,7.0,"them,;Jane,;fledgling;friend",My Babysitter's a Vampire
"Drama, Adventure",es,2015-05-25,7.7,"Theodor;approach,;people,;40",Embrace of the Serpent
"Comedy, Drama, History",en,1999-09-16,6.5,German;radio;Jakob;information,Jakob the Liar
"Drama, Horror, Crime",en,2005-07-22,6.8,Corpses;rendezvous;wanted;isolated,The Devil's Rejects
"Horror, Thriller",en,2016-03-12,6.8,psychotic;home.;stalked;secluded,Hush
"Drama, Crime, Thriller",en,2003-09-06,7.4,family.;irretrievably—forever.;little;upper-middle-class,21 Grams
"Animation, Comedy, Family, Adventure",en,2015-03-17,7.2,animated;more.;comes;Flintstones,The Flintstones & WWE: Stone Age SmackDown!
"Comedy, Drama, Family, Romance",en,1991-10-24,6.4,"Bill;believing;homeless;Bill,",Curly Sue
"Action, Comedy",cn,1985-02-10,6.4,"ex-cop;catch;it.;""Five",My Lucky Stars
"Action, Comedy",fr,2017-02-01,5.8,RAID.;veteran;approve.;clumsy,R.A.I.D. Special Unit
"Comedy, Western",it,1973-12-13,7.3,known;gang;Old;So,My Name Is Nobody
Thriller,en,2012-09-19,5.9,battle;themselves;lucky;survival.,Tower Block
"Crime, Thriller, Western, Action",en,2016-10-21,6.0,Mary;revenge;thugs;arrives,In a Valley of Violence
"Romance, Drama",en,2019-05-03,7.5,secrets;tell;returns;Jean's,Tell It to the Bees
Drama,es,2020-11-27,6.8,"south;recently;son,;Together,",Identifying Features
"Drama, History",fr,2002-02-13,7.0,kill;then;Waffen-SS—is;Kurt,Amen.
"Horror, Mystery, Thriller",en,1999-10-29,5.6,1959;same;past.;house,House on Haunted Hill
"Drama, Comedy",en,2005-06-01,6.5,"buy;sizes,;Carmen;decide",The Sisterhood of the Traveling Pants
"War, Drama, Adventure",en,2015-08-16,6.5,gain;Macbeth;Duncan.;Shakespeare's,Macbeth
"Horror, Thriller, Crime, Mystery",en,2010-02-25,5.2,girls;Argentina;goes;remote,And Soon the Darkness
"War, Drama",ru,2018-05-03,6.6,Jews;prisoners;real;uprising,Sobibor
